user_id;item_id;rating
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0345372700;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0345402871;6
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0345413903;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0345450248;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0374157065;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0380754509;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0385336772;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0385497466;6
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0385509456;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0385511612;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0399135782;4
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0399151788;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0425099148;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0425164403;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0440222303;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0440234964;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0451452755;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0505524996;5
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN051762639X;5
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0553280333;4
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0609804618;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0671019155;4
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0671495534;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0684823802;5
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0743439740;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0812575954;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0849951577;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0887841740;0
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN0971880107;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBN1881320189;3
5MUQVYjDk9Th8bs1lUfvxeugNFr2;ISBNI2342341123;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0002005018;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0060543957;6
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0060914068;1
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0060973129;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0061076031;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0316769487;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0345413903;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0345433173;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0374157065;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0375400117;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0380718332;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0380754509;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN038076654X;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0385336772;7
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0385497466;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0385509456;5
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0385511612;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0399151788;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0399234616;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0425098559;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0425099148;5
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0425164403;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN042518630X;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0440222303;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0440225701;2
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0440234743;7
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0451452755;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0505524996;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN051762639X;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0553280333;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0609804618;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0671019155;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0671495534;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0671621009;2
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0684823802;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0743439740;3
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0812575954;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0812970802;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0849951577;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0887841740;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN0971880107;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBN1567230148;4
CDX92hKZBpYajBgqklftc78DYSX2;ISBN1881320189;0
CDX92hKZBpYajBgqklftc78DYSX2;ISBNI2342341123;3
JARGQKxmFjcspzQ1BguwHcDzOAj1;ISBN0061076031;0
JARGQKxmFjcspzQ1BguwHcDzOAj1;ISBN0385336772;0
JARGQKxmFjcspzQ1BguwHcDzOAj1;ISBN0425098559;0
JARGQKxmFjcspzQ1BguwHcDzOAj1;ISBN0446612545;6
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0060543957;5
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0061076031;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0312978383;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0316769487;4
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0345413903;4
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0345433173;3
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0380754509;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0385336772;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0385497466;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0385509456;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0399135782;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0399151788;5
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0425099148;3
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0425164403;3
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0440234743;5
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0451452755;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0505524996;3
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN051762639X;3
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0609804618;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0671495534;5
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0671621009;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0684823802;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0743439740;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0800793013;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0812523873;0
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0812575954;5
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0812970802;3
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0849951577;5
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0887841740;4
QkTvyxWTYNbBEGDcM6d86ceVSkC3;ISBN0971880107;6
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0316769487;0
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0385336772;0
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0385497466;0
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0385509456;0
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0440234743;0
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0451452755;0
d9FyNEgnY8NNDfDsbgMYSzayvJz1;ISBN0786868716;0
obUiEWJRViQBxdAfuOIJ9R4ZrlY2;ISBN0505524996;0
osRNWWxNEUelKAOJ1QaXddyUpCG2;ISBN0399151788;8
osRNWWxNEUelKAOJ1QaXddyUpCG2;ISBN0553347594;7.0
